query,name,site,type,subtypes,category,phone,full_address,borough,street,city,postal_code,state,us_state,country,country_code,latitude,longitude,time_zone,plus_code,area_service,rating,reviews,reviews_link,reviews_tags,reviews_per_score,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,photos_count,photo,street_view,located_in,working_hours,working_hours_old_format,other_hours,popular_times,business_status,about,range,posts,logo,description,typical_time_spent,verified,owner_id,owner_title,owner_link,reservation_links,booking_appointment_link,menu_link,order_links,location_link,place_id,google_id,cid,reviews_id,located_google_id
ChIJKXJI_K2QTYcRIUDRaiXZcCc,Center Pointe Apartments,https://www.centerpointeprovo.com/,Student housing center,"Student housing center, Apartment building, Apartment complex, Furnished apartment building",Student housing center,+1 801-374-5418,"562 N 200 E, Provo, UT 84606",Joaquin,562 N 200 E,Provo,84606,Utah,Utah,United States of America,US,40.2412178,-111.6546322,America/Denver,85GC68RW+F4,False,2.6,43,https://search.google.com/local/reviews?placeid=ChIJKXJI_K2QTYcRIUDRaiXZcCc&authuser=0&hl=en&gl=US,"management, cleaning, air conditioning, rent, check, renovated, internet, parking, washer/dryer, contracts",,19,2,7,7,8,14,https://lh5.googleusercontent.com/p/AF1QipN-waMQEMf_kC08sLF11aoqHkNZriJ0W5h_xiSv=w800-h500-k-no,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=r-B7SdgW1-LXKd8GG-5l6g&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=75.786064&pitch=0&thumbfov=100,,"{""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-4PM"", ""Saturday"": ""10AM-2PM"", ""Sunday"": ""Closed""}",Monday:9AM-5PM|Tuesday:9AM-5PM|Wednesday:9AM-5PM|Thursday:9AM-5PM|Friday:9AM-4PM|Saturday:10AM-2PM|Sunday:Closed,,,OPERATIONAL,{},,,https://lh6.googleusercontent.com/-KMKbRDBRLTQ/AAAAAAAAAAI/AAAAAAAAAAA/GitdCfWh0bs/s44-p-k-no-ns-nd/photo.jpg,"Center Pointe is a BYU-Approved student housing community in Provo, UT. Our office can be found at Campus Way at 580 N. 100 E. Provo, UT 84606.",,True,116638580458974602462,Center Pointe Apartments,https://www.google.com/maps/contrib/116638580458974602462,,,,,"https://www.google.com/maps/place/Center+Pointe+Apartments/@40.2412178,-111.6546322,14z/data=!4m8!1m2!2m1!1sCenter+Pointe+Apartments!3m4!1s0x874d90adfc487229:0x2770d9256ad14021!8m2!3d40.2412178!4d-111.6546322",ChIJKXJI_K2QTYcRIUDRaiXZcCc,0x874d90adfc487229:0x2770d9256ad14021,2842010119599898657,2842010119599898657,
ChIJX9QFY7GQTYcRsoz55vQcUfc,Park Place Apartments,https://www.parkplaceprovo.com/,Student housing center,"Student housing center, Apartment building, Apartment complex, Furnished apartment building",Student housing center,+1 385-271-0307,"460 E 700 N, Provo, UT 84606",Joaquin,460 E 700 N,Provo,84606,Utah,Utah,United States of America,US,40.2425983,-111.6506345,America/Denver,85GC68VX+2P,False,2.3,69,https://search.google.com/local/reviews?placeid=ChIJX9QFY7GQTYcRsoz55vQcUfc&authuser=0&hl=en&gl=US,"management, campus, rent, parking, appliances, roommates, ceiling, laundry room, living room, contract",,32,5,13,15,4,21,https://lh5.googleusercontent.com/p/AF1QipMc9yGEu0jZo8Qh4dnlJtYo4iOFe0RGVdmxi-gr=w800-h500-k-no,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=J7LVXR8HmWD82nFp9sGpjA&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=190.16418&pitch=0&thumbfov=100,,"{""Monday"": ""2-6PM"", ""Tuesday"": ""2-6PM"", ""Wednesday"": ""2-6PM"", ""Thursday"": ""2-6PM"", ""Friday"": ""2-6PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:2-6PM|Tuesday:2-6PM|Wednesday:2-6PM|Thursday:2-6PM|Friday:2-6PM|Saturday:Closed|Sunday:Closed,,,OPERATIONAL,{},,,https://lh3.googleusercontent.com/-RZmnKqaFF2s/AAAAAAAAAAI/AAAAAAAAAAA/nxdhX5MJh3I/s44-p-k-no-ns-nd/photo.jpg,"Great Student Housing located steps away from BYU!! 3 bedroom/2 Bath apartments, shared or private rooms. Spacious living at discount prices! Great Community.",,True,100932666000774488384,Park Place Apartments,https://www.google.com/maps/contrib/100932666000774488384,,,,,"https://www.google.com/maps/place/Park+Place+Apartments/@40.2425983,-111.6506345,14z/data=!4m8!1m2!2m1!1sPark+Place+Apartments!3m4!1s0x874d90b16305d45f:0xf7511cf4e6f98cb2!8m2!3d40.2425983!4d-111.6506345",ChIJX9QFY7GQTYcRsoz55vQcUfc,0x874d90b16305d45f:0xf7511cf4e6f98cb2,17821057038654475442,-625687035055076174,
ChIJ5yVX1cqQTYcRmrB4USfAj-I,King Henry Apartments,http://www.kinghenryapts.com/,Furnished apartment building,"Furnished apartment building, Apartment complex, Student housing center",Furnished apartment building,+1 801-370-2400,"1130 E 450 N, Provo, UT 84606, United States",Foot Hills,1130 E 450 N,Provo,84606,Utah,Utah,United States of America,US,40.24083359999999,-111.6388606,America/Denver,85GC69R6+8F,False,3.3,370,https://search.google.com/local/reviews?placeid=ChIJ5yVX1cqQTYcRmrB4USfAj-I&authuser=0&hl=en&gl=UA,"social, fee, checks, contract, volleyball, college, roommates, hot tub, campus, semester",,112,23,15,72,148,88,https://lh5.googleusercontent.com/p/AF1QipN1uCsP8KzwGDGnHMgqOIEuiJxkyJEw-7B_J_u3=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPk4bo0fYxA4CElmZ3qAsA8G8S92xrPN67M5TcW=w1600-h1000-k-no,,"{""Monday"": ""10:30AM-5:30PM"", ""Tuesday"": ""10:30AM-5:30PM"", ""Wednesday"": ""10:30AM-5:30PM"", ""Thursday"": ""10:30AM-5:30PM"", ""Friday"": ""10:30AM-5:30PM"", ""Saturday"": ""10AM-2PM"", ""Sunday"": ""Closed""}",Monday:10:30AM-5:30PM|Tuesday:10:30AM-5:30PM|Wednesday:10:30AM-5:30PM|Thursday:10:30AM-5:30PM|Friday:10:30AM-5:30PM|Saturday:10AM-2PM|Sunday:Closed,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",,,https://lh5.googleusercontent.com/-lSL4ufSriEQ/AAAAAAAAAAI/AAAAAAAAAAA/7q94NXJhbAQ/s44-p-k-no-ns-nd/photo.jpg,"King Henry has been the premier student housing complex for BYU and UVU students for decades. Where other complexes build a concrete jungle to maximize density, KH has preserved it's open park-like feel. There's always something social going on at KH! It's all about getting to know your neighbors and maximizing your college social experience.",,True,101381795714149861623,King Henry Apartments,https://www.google.com/maps/contrib/101381795714149861623,,https://kinghenry.prospectportal.com/provo/king-henry-apartments/guest-card/contact-us/1,,https://kinghenry.prospectportal.com/provo/king-henry-apartments/guest-card/contact-us/1,"https://www.google.com/maps/place/King+Henry+Apartments/@40.240833599999995,-111.6388606,14z/data=!4m8!1m2!2m1!1sKing+Henry+Apartments!3m4!1s0x874d90cad55725e7:0xe28fc0275178b09a!8m2!3d40.240833599999995!4d-111.6388606",ChIJ5yVX1cqQTYcRmrB4USfAj-I,0x874d90cad55725e7:0xe28fc0275178b09a,16325478449344458906,-2121265624365092710,
ChIJ81yPzQGRTYcRZzvRYTwPLy4,Campus Way,https://campusprovo.com/campus-way/,Student housing center,"Student housing center, Apartment building, Apartment complex, Furnished apartment building",Student housing center,+1 801-374-5418,"580 N 100 E, Provo, UT 84606",Joaquin,580 N 100 E,Provo,84606,Utah,Utah,United States of America,US,40.241497,-111.6566172,America/Denver,85GC68RV+H9,False,3.3,84,https://search.google.com/local/reviews?placeid=ChIJ81yPzQGRTYcRZzvRYTwPLy4&authuser=0&hl=en&gl=US,"apartment, management, contract, carpet, roommate, parking, office, tenants, hot water, maintenance",,24,5,8,14,33,46,https://lh5.googleusercontent.com/p/AF1QipPaO0ZDFivtTFZP3PC9RYEAfKJMd3OyNNYd27gF=w800-h500-k-no,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Yx-VkP1YW40TB5t1TK2R7g&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=37.975826&pitch=0&thumbfov=100,,"{""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-4PM"", ""Saturday"": ""10AM-2PM"", ""Sunday"": ""Closed""}",Monday:9AM-5PM|Tuesday:9AM-5PM|Wednesday:9AM-5PM|Thursday:9AM-5PM|Friday:9AM-4PM|Saturday:10AM-2PM|Sunday:Closed,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",,,https://lh6.googleusercontent.com/-tdcjOZ4leDE/AAAAAAAAAAI/AAAAAAAAAAA/VryS-AQ59mY/s44-p-k-no-ns-nd/photo.jpg,"Campus Way is a BYU-approved student housing. Campus Way is a student community housing for BYU and UVU students. We are located next to the Provo City Library and near BYU's campus in Provo, UT. We provide a fully furnished 3x2 floor plan at an affordable rate. Our apartment complex features new smart TVs, high-speed internet, a 24-hour fitness center, plenty of parking, and more!",,True,110614673481970487812,Campus Way,https://www.google.com/maps/contrib/110614673481970487812,,,,,"https://www.google.com/maps/place/Campus+Way/@40.241496999999995,-111.6566172,14z/data=!4m8!1m2!2m1!1sCampus+Way!3m4!1s0x874d9101cd8f5cf3:0x2e2f0f3c61d13b67!8m2!3d40.241496999999995!4d-111.6566172",ChIJ81yPzQGRTYcRZzvRYTwPLy4,0x874d9101cd8f5cf3:0x2e2f0f3c61d13b67,3327895401663642471,3327895401663642471,
ChIJVdD4ycqQTYcRga_mw9ilJEM,Blueridge Apartments,https://www.blueridgeprovo.com/,Student housing center,"Student housing center, Apartment building, Apartment complex, Furnished apartment building",Student housing center,+1 385-271-0304,"1060 E 450 N, Provo, UT 84606",Foot Hills,1060 E 450 N,Provo,84606,Utah,Utah,United States of America,US,40.2396318,-111.6406656,America/Denver,85GC69Q5+VP,False,3.4,85,https://search.google.com/local/reviews?placeid=ChIJVdD4ycqQTYcRga_mw9ilJEM&authuser=0&hl=en&gl=US,"management, social, checks, maintenance, hot tub, contract, utilities, complaints, roommates, parking",,18,9,8,22,28,43,https://lh5.googleusercontent.com/p/AF1QipO0UFCpHvNZ8MnCxaPyrG8OeS3wY_XMtIedHpvF=w800-h500-k-no,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7Zt7hrYRu1y1JoKxlDZzmw&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=145.39427&pitch=0&thumbfov=100,,"{""Monday"": ""9AM-12PM"", ""Tuesday"": ""9AM-12PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-12PM"", ""Friday"": ""9AM-4PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:9AM-12PM|Tuesday:9AM-12PM|Wednesday:9AM-5PM|Thursday:9AM-12PM|Friday:9AM-4PM|Saturday:Closed|Sunday:Closed,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",,,https://lh6.googleusercontent.com/-7omuCmE5JpU/AAAAAAAAAAI/AAAAAAAAAAA/6obZ7ZGdi8U/s44-p-k-no-ns-nd/photo.jpg,"Blueridge Apartments is a BYU student housing community in Provo, UT. Our complex is only a ten-minute walk to BYU south campus and located right by the campus shuttle. We offer spacious student housing in 2 and 3 bedroom floor plans and plenty of amenities including a swimming pool!",,True,104717859178867149036,Blueridge Apartments,https://www.google.com/maps/contrib/104717859178867149036,,,,,"https://www.google.com/maps/place/Blueridge+Apartments/@40.2396318,-111.64066559999999,14z/data=!4m8!1m2!2m1!1sBlueridge+Apartments!3m4!1s0x874d90cac9f8d055:0x4324a5d8c3e6af81!8m2!3d40.2396318!4d-111.64066559999999",ChIJVdD4ycqQTYcRga_mw9ilJEM,0x874d90cac9f8d055:0x4324a5d8c3e6af81,4838174250120949633,4838174250120949633,
ChIJa4P2AK-QTYcRvrngm_b52kA,Liberty on Eighth,https://chooseliberty.com/liberty-on-eighth/,Student housing center,"Student housing center, Apartment building, Apartment complex, Furnished apartment building",Student housing center,+1 801-375-2549,"740 N University Ave, Provo, UT 84606",Joaquin,740 N University Ave,Provo,84606,Utah,Utah,United States of America,US,40.2435493,-111.6575393,America/Denver,85GC68VR+CX,False,2.8,275,https://search.google.com/local/reviews?placeid=ChIJa4P2AK-QTYcRvrngm_b52kA&authuser=0&hl=en&gl=US,"apartment, campus, checks, hot tub, fees, social, paint, lease, utilities, dishwasher",,104,31,30,43,67,45,https://lh5.googleusercontent.com/p/AF1QipNZO2h1e3veNkz4wLgQHb2muy-lYSVCOnOWpSCf=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPMQKAil36SW6K4YUklypG3ENJyUNalu_WOeCKS=w1600-h1000-k-no,,"{""Monday"": ""10AM-5PM"", ""Tuesday"": ""10AM-5PM"", ""Wednesday"": ""10AM-5PM"", ""Thursday"": ""10AM-5PM"", ""Friday"": ""10AM-4PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:10AM-5PM|Tuesday:10AM-5PM|Wednesday:10AM-5PM|Thursday:10AM-5PM|Friday:10AM-4PM|Saturday:Closed|Sunday:Closed,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}}",,,https://lh4.googleusercontent.com/-yMA0QZmIS9E/AAAAAAAAAAI/AAAAAAAAAAA/0VpQkL38jdk/s44-p-k-no-ns-nd/photo.jpg,"Liberty on Eighth is one of the most popular and most desirable places to live in the Provo area. This is because it an optimal location for all students regardless of your transportation constraints. Whether you’re commuting by car, by scooter, on foot, or by magic carpet, campus is close enough for you to be on time for class no matter how late you stayed up “studying”. Check out our Photo Gallery or our Amenities page to learn more and view all of our latest upgrades.",,True,114802605387338437818,Liberty on Eighth,https://www.google.com/maps/contrib/114802605387338437818,,,,,"https://www.google.com/maps/place/Liberty+on+Eighth/@40.2435493,-111.6575393,14z/data=!4m8!1m2!2m1!1sLiberty+on+Eighth!3m4!1s0x874d90af00f6836b:0x40daf9f69be0b9be!8m2!3d40.2435493!4d-111.6575393",ChIJa4P2AK-QTYcRvrngm_b52kA,0x874d90af00f6836b:0x40daf9f69be0b9be,4673322400922778046,4673322400922778046,
ChIJoSr7t0yXTYcR8NrNNAdufq0,East Pointe Apartments,https://www.eastpointeprovo.com/,Student housing center,"Student housing center, Apartment building, Apartment complex, Furnished apartment building",Student housing center,+1 801-374-5418,"274 N 500 E, Provo, UT 84606",Joaquin,274 N 500 E,Provo,84606,Utah,Utah,United States of America,US,40.2373695,-111.6496047,America/Denver,85GC69P2+W5,False,3.4,34,,"management, shower, ac unit, price, pay, roommate, check, renovated, deposit, office",,9,2,1,9,13,1,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KN1n4Nu-lwf3B8fqpCfA-A&cb_client=search.gws-prod.gps&w=800&h=500&yaw=90.23717&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KN1n4Nu-lwf3B8fqpCfA-A&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=90.23717&pitch=0&thumbfov=100,,"{""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-4PM"", ""Saturday"": ""10AM-2PM"", ""Sunday"": ""Closed""}",Monday:9AM-5PM|Tuesday:9AM-5PM|Wednesday:9AM-5PM|Thursday:9AM-5PM|Friday:9AM-4PM|Saturday:10AM-2PM|Sunday:Closed,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}}",,,https://lh3.googleusercontent.com/-mQl2RImsO9w/AAAAAAAAAAI/AAAAAAAAAAA/89uF73WW-tY/s44-p-k-no-ns-nd/photo.jpg,,,True,100064891084760488332,East Pointe Apartments,https://www.google.com/maps/contrib/100064891084760488332,,,,,"https://www.google.com/maps/place/East+Pointe+Apartments/@40.2373695,-111.6496047,14z/data=!4m8!1m2!2m1!1sEast+Pointe+Apartments!3m4!1s0x874d974cb7fb2aa1:0xad7e6e0734cddaf0!8m2!3d40.2373695!4d-111.6496047",ChIJoSr7t0yXTYcR8NrNNAdufq0,0x874d974cb7fb2aa1:0xad7e6e0734cddaf0,12501550592856808176,-5945193480852743440,
ChIJf-0mv8qQTYcRJja2iZZag2c,Arcadia Apartments,https://www.arcadiaapts.com/,Student housing center,"Student housing center, Apartment building, Apartment complex, Furnished apartment building",Student housing center,+1 801-377-2237,"1065 E 450 N, Provo, UT 84606",Foot Hills,1065 E 450 N,Provo,84606,Utah,Utah,United States of America,US,40.2402044,-111.6409127,America/Denver,85GC69R5+3J,False,3.2,33,https://search.google.com/local/reviews?placeid=ChIJf-0mv8qQTYcRJja2iZZag2c&authuser=0&hl=en&gl=US,"management, rent, price, kitchen, pay, campus",,10,2,2,11,8,16,https://lh5.googleusercontent.com/p/AF1QipNVMxRd7lb0SDmzOCPLVQfd3umaCvflu7-pEGgB=w800-h500-k-no,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vqnH2jetA4M-ZAUZWwEqRA&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=1.0541289&pitch=0&thumbfov=100,,"{""Monday"": ""10AM-6PM"", ""Tuesday"": ""10AM-6PM"", ""Wednesday"": ""10AM-6PM"", ""Thursday"": ""10AM-6PM"", ""Friday"": ""10AM-4PM"", ""Saturday"": ""10AM-2PM"", ""Sunday"": ""Closed""}",Monday:10AM-6PM|Tuesday:10AM-6PM|Wednesday:10AM-6PM|Thursday:10AM-6PM|Friday:10AM-4PM|Saturday:10AM-2PM|Sunday:Closed,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}}",,,https://lh5.googleusercontent.com/-cYu-f3FKopk/AAAAAAAAAAI/AAAAAAAAAAA/kYMARNRnY_c/s44-p-k-no-ns-nd/photo.jpg,"Arcadia Apartments is a great, BYU-Approved, housing community that is within walking distance of campus. Complete with access to a wide range of amenities, and both shared and private rooms, Arcadia is the best fit for your college experience.",,True,111288459465350337128,Arcadia Apartments,https://www.google.com/maps/contrib/111288459465350337128,,,,,"https://www.google.com/maps/place/Arcadia+Apartments/@40.240204399999996,-111.6409127,14z/data=!4m8!1m2!2m1!1sArcadia+Apartments!3m4!1s0x874d90cabf26ed7f:0x67835a9689b63626!8m2!3d40.240204399999996!4d-111.6409127",ChIJf-0mv8qQTYcRJja2iZZag2c,0x874d90cabf26ed7f:0x67835a9689b63626,7458905010457687590,7458905010457687590,
ChIJd4_B27SQTYcRWe2fqJ2KWag,The Colony Apartments,http://thecolony-apts.com/,Apartment building,"Apartment building, Apartments",Apartment building,+1 801-374-5446,"401 N 750 E, Provo, UT 84606",Joaquin,401 N 750 E,Provo,84606,Utah,Utah,United States of America,US,40.2392514,-111.6458262,America/Denver,85GC69Q3+PM,False,3.8,45,https://search.google.com/local/reviews?placeid=ChIJd4_B27SQTYcRWe2fqJ2KWag&authuser=0&hl=en&gl=US,"management, social, students, rent, checks, fees, cleaning, housing, hot tub, emails",,5,3,9,7,21,5,https://lh5.googleusercontent.com/p/AF1QipNgSN1QuPbfsn2F5Wv7FuIRra7F30Y5lzLHVvzL=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMSDhA6fV1_p398nwUOufTzmtLtWRnyxsB9oNgu=w1600-h1000-k-no,,"{""Monday"": ""3-6PM"", ""Tuesday"": ""3-6PM"", ""Wednesday"": ""3-6PM"", ""Thursday"": ""3-6PM"", ""Friday"": ""3-6PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:3-6PM|Tuesday:3-6PM|Wednesday:3-6PM|Thursday:3-6PM|Friday:3-6PM|Saturday:Closed|Sunday:Closed,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}}",,,,,,False,,The Colony Apartments,,,,,,"https://www.google.com/maps/place/The+Colony+Apartments/@40.2392514,-111.6458262,14z/data=!4m8!1m2!2m1!1sThe+Colony+Apartments!3m4!1s0x874d90b4dbc18f77:0xa8598a9da89fed59!8m2!3d40.2392514!4d-111.6458262",ChIJd4_B27SQTYcRWe2fqJ2KWag,0x874d90b4dbc18f77:0xa8598a9da89fed59,12130879481042693465,-6315864592666858151,
ChIJE71zCrSQTYcRR8WrHW46bVc,The Village At South Campus,http://www.thevillageatsouthcampus.com/,Apartment complex,"Apartment complex, Apartment building, Student housing center",Apartment complex,+1 801-634-8831,"602 E 600 N, Provo, UT 84606",Joaquin,602 E 600 N,Provo,84606,Utah,Utah,United States of America,US,40.2410854,-111.6477684,America/Denver,85GC69R2+CV,False,3.5,353,https://search.google.com/local/reviews?placeid=ChIJE71zCrSQTYcRR8WrHW46bVc&authuser=0&hl=en&gl=US,"contract, students, social, check, roommates, parking garage, the internet, convenient, semester, courtyard",,92,26,16,50,169,23,https://lh5.googleusercontent.com/p/AF1QipOeoHKeVKB9hXjkv2N1Xrp1zxfb_hLA3Y-_SLl8=w800-h500-k-no,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VJveJEBjtRghir3aTxGBQQ&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=147.59164&pitch=0&thumbfov=100,,"{""Monday"": ""9AM-6PM"", ""Tuesday"": ""9AM-6PM"", ""Wednesday"": ""9AM-6PM"", ""Thursday"": ""9AM-6PM"", ""Friday"": ""9AM-6PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:9AM-6PM|Tuesday:9AM-6PM|Wednesday:9AM-6PM|Thursday:9AM-6PM|Friday:9AM-6PM|Saturday:Closed|Sunday:Closed,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",,,https://lh4.googleusercontent.com/-WcfzEmXGkns/AAAAAAAAAAI/AAAAAAAAAAA/XIYUpdXNpaA/s44-p-k-no-ns-nd/photo.jpg,The Village at South Campus was built to provide students with BYU Provo housing in a community that is vibrant and conducive to its residents' learning as well as their personal growth. Professionally managed by Peak Living.,,True,112548843471573607177,The Village At South Campus,https://www.google.com/maps/contrib/112548843471573607177,,http://www.thevillageatsouthcampus.com/?_ga=2.108337794.1274132155.1579031407-462742792.1579031407,,http://www.thevillageatsouthcampus.com/?_ga=2.108337794.1274132155.1579031407-462742792.1579031407,"https://www.google.com/maps/place/The+Village+At+South+Campus/@40.241085399999996,-111.64776839999999,14z/data=!4m8!1m2!2m1!1sThe+Village+At+South+Campus!3m4!1s0x874d90b40a73bd13:0x576d3a6e1dabc547!8m2!3d40.241085399999996!4d-111.64776839999999",ChIJE71zCrSQTYcRR8WrHW46bVc,0x874d90b40a73bd13:0x576d3a6e1dabc547,6299755698379801927,6299755698379801927,
ChIJm0H0xraQTYcR3_G-7MOct8c,Campus Plaza Apartments,http://www.campusplazaapts.com/,Property management company,Property management company,Property management company,+1 801-374-1160,"669 E 800 N, Provo, UT 84606",,669 E 800 N,Provo,84606,Utah,Utah,United States of America,US,40.2444731,-111.6474968,America/Denver,85GC69V3+Q2,False,4.1,55,https://search.google.com/local/reviews?placeid=ChIJm0H0xraQTYcR3_G-7MOct8c&authuser=0&hl=en&gl=US,"social, bathroom, parking, housing, people, checks, students, semester, fridge, mold",,5,3,5,9,33,10,https://lh5.googleusercontent.com/p/AF1QipMN5T1Yap3JCsOLH0vroj6UG670Y8TKxJUn0aSl=w800-h500-k-no,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=L5pCMQZqKze33R6rJRaUcQ&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=159.08614&pitch=0&thumbfov=100,,"{""Monday"": ""10AM-12PM,5-7PM"", ""Tuesday"": ""10AM-12PM,5-7PM"", ""Wednesday"": ""10AM-12PM,5-7PM"", ""Thursday"": ""10AM-12PM,5-7PM"", ""Friday"": ""10AM-12PM,5-7PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}","Monday:10AM-12PM,5-7PM|Tuesday:10AM-12PM,5-7PM|Wednesday:10AM-12PM,5-7PM|Thursday:10AM-12PM,5-7PM|Friday:10AM-12PM,5-7PM|Saturday:Closed|Sunday:Closed",,,OPERATIONAL,"{""Service options"": {""Language assistance"": ""German""}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",,,https://lh5.googleusercontent.com/-z9pAtRMSmUk/AAAAAAAAAAI/AAAAAAAAAAA/mPqcd0kR-dc/s44-p-k-no-ns-nd/photo.jpg,We are open the first and last Saturdays of the month from 11:00 AM - 1:00 PM,,True,115765860334649777919,Campus Plaza Apartments,https://www.google.com/maps/contrib/115765860334649777919,,,,,"https://www.google.com/maps/place/Campus+Plaza+Apartments/@40.2444731,-111.6474968,14z/data=!4m8!1m2!2m1!1sCampus+Plaza+Apartments!3m4!1s0x874d90b6c6f4419b:0xc7b79cc3ecbef1df!8m2!3d40.2444731!4d-111.6474968",ChIJm0H0xraQTYcR3_G-7MOct8c,0x874d90b6c6f4419b:0xc7b79cc3ecbef1df,14391143499590201823,-4055600574119349793,
ChIJbWHozcqQTYcR2vl0ExjrEzs,Brownstone Condominiums,,Apartment complex,Apartment complex,Apartment complex,,"1080 E 450 N, Provo, UT 84606",Foot Hills,1080 E 450 N,Provo,84606,Utah,Utah,United States of America,US,40.2396621,-111.6400707,America/Denver,85GC69Q5+VX,False,3.2,22,https://search.google.com/local/reviews?placeid=ChIJbWHozcqQTYcR2vl0ExjrEzs&authuser=0&hl=en&gl=US,rent,,5,1,5,6,5,6,https://lh5.googleusercontent.com/p/AF1QipOf2YrLMJvz5EhGMCRt06OtjsIp7exSwJS8N4nZ=w800-h500-k-no,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0c9Cfb4URUKx3YhL8kdHpA&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=186.72002&pitch=0&thumbfov=100,,,,,,OPERATIONAL,{},,,,,,False,,Brownstone Condominiums,,,,,,"https://www.google.com/maps/place/Brownstone+Condominiums/@40.2396621,-111.6400707,14z/data=!4m8!1m2!2m1!1sBrownstone+Condominiums!3m4!1s0x874d90cacde8616d:0x3b13eb181374f9da!8m2!3d40.2396621!4d-111.6400707",ChIJbWHozcqQTYcR2vl0ExjrEzs,0x874d90cacde8616d:0x3b13eb181374f9da,4257004561433426394,4257004561433426394,
