place_id,review_id,author_id,author_title,review_text,review_rating,review_img_url,review_datetime_utc,owner_answer,owner_answer_timestamp_datetime_utc,review_likes
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,ChdDSUhNMG9nS0VJQ0FnSURwa3FuVG9BRRAB,104068450975899422788,Zane Shewmaker,"Great place to live on campus. Ethan, an employee of theirs, helped me and my roommates out and was awesome!",5,,2023-08-19 02:20:09+00:00,"Thanks for your feedback. We are grateful that you have chosen to call State on Campus Bloomington home and are thankful to have you as a resident! Thanks again! -Tabbitha Pitzer, Community Manager",2023-08-19 18:24:35+00:00,0
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,ChdDSUhNMG9nS0VJQ0FnSURPN1BYMHJnRRAB,105817061538662113890,Marissa,"Toured this place on my brother’s behalf, and it was gorgeous! This is the best location for this quality of apartment complex, at the best price. It’s definitely underrated, and the basketball court is unlike anything else you’ll find in Bloomington. I regret not living here as a student, I would have if I had known! Heather was absolutely fantastic, she was so friendly and informative and sent me home with a water bottle even though I wasn’t going to be the tenant. My brother signed and is excited to move in!",5,,2022-06-29 19:29:05+00:00,"Marissa, thank you so much for the 5-star rating. We greatly appreciate your feedback!",2022-06-30 14:40:02+00:00,0
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,ChdDSUhNMG9nS0VJQ0FnSUNlM3YzVHRRRRAB,105892130531389470515,Chirayu Gupta,"The single worst experience I think I have ever had at an apartment complex, period. I decided to renew my lease because the price was good, and that appears to have been a MASSIVE mistake. On the first day of my renewal, I came back to my apartment to find that my key fob suddenly wasn't working. Without any communication from the apartment complex, I learned that my key fob had to be re-activated every lease, and that I would have to wait until the next morning to do so. I had to literally find someplace else to stay the night because of the horrendous lack of communication from this apartment complex.

However, that is not even close to the only situation I've had. My washing machine was broken for 6 and a half weeks before it was finally fixed. The biggest kicker is that they DID NOT COMMUNICATE that their parking permits were expiring UNTIL THE SAME DAY. I got a call during a class (I am a college student) telling me that, if I didn't leave class and bolt to the apartment office that same day before their closing, I would get my vehicle towed. The terrible lines of communication are even worse because of their lack of an emergency phone number. It's just absolutely ridiculous that the new ownership decided to buy this apartment complex when the truth is that they don't appear to be even remotely close to ready to do the basics of what a landlord does. They try to entice new people in with fancy new facilities and fancy giveaways of small prizes every few weeks, but the truth is that this apartment complex is terrible and only seems to be changing for the worse.

If there's one thing to take from this review: Get as far away as you can from this place. It is not good in any definition of the word. Period.",1,,2022-09-15 01:25:20+00:00,"Hi Chirayu, thank you for your feedback. We are dedicated to creating the best experience for you and would like to do whatever we can to improve your stay. We are sorry to hear that we did not meet your expectations and would like the opportunity to discuss with you and find out how we can better assist you. Please call me at (812) 334-2898. Thanks so much and I look forward to speaking with you! -Heather Fulton, Community Manager",2022-09-16 14:27:16+00:00,7
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,ChZDSUhNMG9nS0VJQ0FnSURCLTk3aWR3EAE,114544255062214593280,Jillian Smith,"Toured this complex with my two friends and they told us they had plenty of available spaces for 3 bedrooms. We applied, they took $130 from us, then emailed us a few days later saying that they did not have available spaces. They do not disclose all information and would not return our money. Would not recommend.",1,,2023-01-30 01:29:32+00:00,"Jillian, thank you for your feedback. We hope to have the chance to resolve this issue for you. Should there be any mistakes on our end, we truly apologize. Please reach out to me at (812) 334-2898 or tpitzer@corespaces.com so I can be of assistance. I hope we can rectify this together. Thanks. -Tabbitha Pitzer, Community Manager",2023-02-01 00:52:19+00:00,2
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,ChZDSUhNMG9nS0VJQ0FnSUNCci02WkR3EAE,103742747342015341458,Ak Ana,"They charge for every LITTLE thing and are nothing more than a pisspoor subpar complex. The outside looks cheap and raggedy and they know it. They make you pay for your parking which is also raggedy and they KNOW IT. Relet fee $500 there, parking $30 there, oh we can take it out of your deposit there, move in payment (Aug 18) and September 1st payment(13 days apart). Ewwww.
I think they think their location is so amazing to charge what they do. Please, downtown apartments are way closer as are others and they actually back up their prices with outstanding looking buildings and rooms for about $100-300  more. Rent is “630” but end up nearing $750-800 a month with everything they tact on. I truly hope  from the bottom of my heart they go bankrupt and run out of business. Bums.",1,,2023-01-07 18:09:26+00:00,"Hi there, AK Ana. We cannot find you in our system. Would you please give us a call at (812) 334-2898 so that we can discuss your experience and better understand the specific details of your situation? I look forward to speaking with you - Tabbitha Pitzer Community Manager",2023-01-09 18:04:45+00:00,5
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,ChdDSUhNMG9nS0VJQ0FnSUR1eTRxUDhBRRAB,114139735823779959640,Noelle Humphrey,"If I could give them 0 stars I would. I subleased for three months and had to sign an addendum in order to move in. I then got charged about half my rent at the end for things the residents did before me. They were no help about this and didn't even care about my situation. I got charged for repainting my entire room which is $120. I wouldn't recommend this to anyone because you will get trashed at the end and will end up paying a lot more than the appt is worth. I ended up getting charged $270, couldn't dispute this, and all I have to show for it is this bad review.",1,,2022-08-29 15:51:49+00:00,"Noelle, thank you for your feedback. We hope to have the chance to resolve this issue for you. Should there be any mistakes on our end, we truly apologize. Please reach out to me at (812) 334-2898 or hfulton@stateoncampus.com so I can be of assistance. I hope we can rectify this together. Thanks. Heather Fulton, Community Manager",2022-08-30 12:32:33+00:00,6
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,ChdDSUhNMG9nS0VJQ0FnSUNlN3RYeW9RRRAB,112504071443457800353,Dalen Elliott,"I am a resident here and the apartments are nice, but the parking situation is awful. How an apartment complex can have more residents than parking spots is baffling to me. I have already been towed and haven't even lived here a month. Maintenance is also extremely slow.",1,,2022-09-14 15:57:47+00:00,"Thank you for bringing this concern to our attention, Dalen. It is our priority to treat everyone with respect and ensure our residents love their home and community. We want to improve and value your feedback. Please visit the office to visit or contact us at (812) 334-2898 or heatherf@stateoncampus.com so we can take better care of you and work to improve your experience with us. We truly apologize. -Heather Fulton, Community Manager",2022-09-16 14:12:40+00:00,4
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,ChZDSUhNMG9nS0VJQ0FnSUNLdGV2OU53EAE,116815755525541903661,jordan belfort,"I stayed in this terrible apartment a few years ago. It was the worst possible experience that you could imagine. Our dishwasher and washer/dryer kept breaking constantly. Whenever we needed maintenance to come, it would take about a month just to fix a simple problem. When moving in, my list of problems with the apartment was insanely long. When I moved out, they tried to charge me items that were clearly broken before i moved in and were on the list of problems. Parking is an absolute nightmare. There are never enough spots for people.

The staff is the worst. Whenever I call them about issues, I am directed to someone who is unable to help. The person in charge is never in the office and will never call me back. I emailed the staff with issues and they didn't respond either.

These are not just issues that I have had. Every single one of my friends that stayed here had the same issues.

DON'T SIGN HERE EVER!!!!! Sure this place is less expensive, but the experience is so bad that it is not worth the money you save. I would rather to live in a disgusting dorm than live at this place for another day.",1,,2021-04-13 18:14:06+00:00,,,14
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,ChZDSUhNMG9nS0VJQ0FnSUNoME9UNEVnEAE,113368505586736204814,Carson Woods,Living at state has been an amazing experience. I enjoy the residence and the features it provides. Also Ethan and Jake are a pleasure to see and make things easier and are very informative,5,,2023-02-03 03:16:58+00:00,"Thanks for your feedback. We are grateful that you have chosen to call State on Campus Bloomington home and are thankful to have you as a resident! Thanks again! -Tabbitha Pitzer, Community Manager",2023-02-09 16:20:34+00:00,1
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,ChdDSUhNMG9nS0VJQ0FnSUNlLVlhMzV3RRAB,110019894227513393757,KJen Howie,"Chill on the No prorates. I promise you and your Company aren’t gonna go broke and hungry for trying to have a seamless move-out resident rent and new move-in residents rent. Making new residents pay for all of august so you don’t lose out on money despite only allowing move in on Aug18 is heinous.
New lease signers beware YOU will pay on move in and turn around and pay again on Sep 1.
State, you won’t go broke and hungry But You know who will: the college kids you’re inflating. Do better. It’s disgusting.",1,,2022-09-18 16:01:57+00:00,"Thank you for your feedback, KJen. We are thankful you chose to make State on Campus Bloomington your home and would like to discuss your concerns. We want you to enjoy your experience with us! Please visit us or contact us at (812) 334-2898 or heatherf@corespaces.com. We look forward to the speaking with you! - Heather Fulton, Community Manager",2022-09-19 14:30:09+00:00,5
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,ChdDSUhNMG9nS0VJQ0FnSURHeUtfd3NBRRAB,109531860142413505522,Emma Scott,"The apartments themselves look nice as they are newly renovated but it’s obvious that they were very cheaply built. Everything is pretty low quality. Would not recommend living here if you have a car. Parking is a nightmare, and they change the parking situation constantly specifically for guest parking and you will absolutely get towed if you’re not in the right spot. They are constantly doing construction on the property which proves to be pretty inconvenient at times. If you like to sleep in past 7am don’t live here. There is construction going on right beside the property that goes on from early morning until evening, and aside from that there always seems to be work being done on the property that is extremely loud and disruptive. My biggest complaint is that I can never seem to get any peace & quiet throughout my 1.5 years of living here. Also communication from management is very poor & unorganized. Living expenses here do not match the quality of the living experience. Rent & parking passes are very steep. I thought rent was worth it considering the amenities they had such as a pool but during the 1.5 years i’ve lived here, the pool has been open a total of 1.5-2 months. Also last year I had one of my roommates move out mid-lease unexpectedly and I was told less than 48 hours in advance by my former roommate that I would be getting a new random roommate, and the office didn’t even bother to tell me nor did they have any idea what I was talking about when I asked them.  On a final note, we were offered a starbucks gift card to leave a 5 star review so many 5 star reviews are a result of that.",2,,2021-11-16 19:27:11+00:00,"Hi Emma, thank you for your feedback. We are dedicated to creating the best experience for you and would like to do whatever we can to improve your stay. We are sorry to hear that we did not meet your expectations and would like the opportunity to discuss with you and find out how we can better assist you. Please call me at 812-837-3255. Thanks so much and I look forward to speaking with you! -Stephanie Simmons, Community Manager",2021-11-17 16:00:22+00:00,10
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,ChZDSUhNMG9nS0VJQ0FnSUN5d2FXOGZnEAE,103869158674441995007,Sylas Kern,"I enjoyed living here back in 2018-2019. Maintenance was always friendly and prompt when requests were made. I never had any trouble with the office staff or noise in the complex. It's a relatively quiet place to live, especially if you have a unit away from Route 45. Parking was a little challenging, especially at night, but at least back in 2019, there was an overflow parking lot by the Hampton Inn. Overall, this was a good value apartment for a student. The cost was reasonable in a town where housing near campus can be expensive (like most college towns). I would recommend this place to students, especially if you have class on the northwest side of campus or are an athlete who trains at the nearby athletic facilities.",5,,2021-02-02 02:57:17+00:00,,,0
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,ChZDSUhNMG9nS0VJQ0FnSUNhczlxbWVBEAE,115137190056904893552,Emma Hughes,"Love these apartments, you can ride the bus  to campus and you can walk to the stadium on game days! So fun. The office staff is great too, they are so helpful and always get back to you quickly. The office manager seems to have made a good impact on how this place is run. Thank god. I will definitely be renewing my lease for my junior and senior year!",5,,2021-08-09 11:37:58+00:00,"Thank you for the kind review. If there is anything we can do further for you, please don't hesitate to reach out! -The
Plato's Court Team",2021-10-15 14:00:11+00:00,0
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,ChdDSUhNMG9nS0VJQ0FnSUNld29HODdnRRAB,100378075573327585860,Elizabeth Podlogar,Moving in was easy and I have a nice corner unit with lots of space. I am glad I signed early and got a second level unit. The people below me can be loud at times but state makes it easy with submitting a noise complaint.,4,,2022-09-09 13:50:19+00:00,"Thank you so much for the review! We hope to have you again next year! Don't forget to share your feedback to Google! -Heather Fulton, Community Manager",2022-09-16 14:10:38+00:00,0
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,ChdDSUhNMG9nS0VJQ0FnSUNBc2NXYjFBRRAB,112093395158638399960,Brianna Henderson,"I have loved living at Knights Landing! The office staff are always incredibly helpful and knowledgeable. The property is clean, quiet, and safe. My dog loves having a dog park to run around and play. It's a great price for all the amenities including the workout room, pool, and indoor basketball court. It has been so convenient having a dishwasher and washer/dryer in my apartment. The maintenance staff fix any issues immediately. Plus the apartment office is always having gift card giveaways and resident appreciation events. It has been a wonderful place to call home!",5,,2017-10-03 14:55:46+00:00,,,1
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,ChZDSUhNMG9nS0VJQ0FnSURwa2FLUVpREAE,114517921665585974083,Lauren Bartelman,"The move in process went very smoothly and the staff was friendly and helpful, especially Ethan",5,,2023-08-23 16:24:52+00:00,"Thanks for your feedback. We are grateful that you have chosen to call State on Campus Bloomington home and are thankful to have you as a resident! Thanks again! -Tabbitha Pitzer, Community Manager",2023-08-24 14:14:23+00:00,0
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,ChZDSUhNMG9nS0VJQ0FnSUR5LXFYcFp3EAE,104489235580360487774,Destinyy Murrayy,This place is the absolute worse. They get money out of you any way they possibly can. Started charging $50 for every pumpkin we had on our porch the day after Halloween. Parking is an absolute nightmare. I find myself having to park at the Denny’s nearby because they’re parking is so outrageous. I don’t even trust them not to go in and out of my apartment without my knowledge. This whole complex is a joke. Forcing people to stay in their lease no matter what the circumstances are. I swear it’s run by people who have absolutely no moral compass or empathy. Makes me sick.,1,,2021-03-04 22:45:13+00:00,,,11
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,ChdDSUhNMG9nS0VJQ0FnSUNoMEtUNTlRRRAB,116225010466712421879,jonathonjay williams,State on Campus is awesome! Highly recommend living here!!! The gym is dope. The front office staff is great (shout out Jake and Ethan),5,,2023-02-03 03:15:29+00:00,"Thanks for your feedback. We are grateful that you have chosen to call State on Campus Bloomington home and are thankful to have you as a resident! Thanks again! -Tabbitha Pitzer, Community Manager",2023-02-09 16:19:44+00:00,1
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,ChZDSUhNMG9nS0VJQ0FnSUN5dWZYbk9REAE,103355389320601819748,Alyssa Delgado,"I have lived here for two years now and will be moving out in August. My experience here keeps getting worse and worse. The parking here is absolutely ridiculous. They have increased the number of residents, without increasing the number of parking spaces. They charged $300 per parking pass, and not everybody who pays to live here has their own place to park. Everybody fights for the visitors parking, which we are now told if it is seen that the same car is parked there longer than two days, it will be towed. What are we supposed to do? I wish I could move out now. I should not be this stressed in my own living space.",1,,2021-02-05 15:55:08+00:00,,,14
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,ChdDSUhNMG9nS0VJQ0FnSUNhOHZ6cmdRRRAB,116534065004304733887,Matthew Dohoney,"The staff here is simply the best! They're well informed, easy to get along with, understanding, welcoming, & fun! Definitely one of my favorite places I've ever been. It was truly sad to leave. If you're looking for a great spot in town to call home, they will help you out. Stephanie and Brandon are especially amazing!",5,,2021-07-27 20:17:10+00:00,"Thank you for the kind review. If there is anything we can do further for you, please don't hesitate to reach out! -The
Plato's Court Team",2021-10-15 14:00:27+00:00,0
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,ChdDSUhNMG9nS0VJQ0FnSUNlNHVQdGp3RRAB,104378728088590622611,Poojitha Mathi,State Bloomington has very good ambience and place is pretty spacious. Management is very responsive and friendly. They make sure to resolve our issues quickly.  My experience with State Bloomington is quite good and smooth.,5,,2022-09-09 22:48:05+00:00,"Thank you for the kind review. If there is anything we can do further for you, please don't hesitate to reach out! -The State on Campus Bloomington Team",2022-09-11 18:42:50+00:00,0
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,ChdDSUhNMG9nS0VJQ0FnSUNnOUozU2t3RRAB,108944943105107759782,Sierra Gardner,"Staff is deplorable. Maintenance let my dog out while I wasn’t home and refused to apologize or do anything to fix the situation. She was gone for three days. When I moved out, I was charged a “cleaning fee,” and when I submitted photo evidence that I had left the place spotless, they sent me back photos of a unit with hardwood floors when my apartment had tiles. They’re rude, unprofessional, and can’t even keep their units straight. So make sure to double check all of your charges when you move out and take photos of every room!!! It’s crazy how the stuff can ruin a nice place with such potential. The blonde leasing agent is the worst of all and shouldn’t be employed in a position where she deals with people on a daily basis.
Additionally, they only notified us half of the time before entering our apartment. Some times we would get emails, other times they would randomly walk in at 9 am for things like “checking for damages” in the middle of the lease?? Save yourself the stress and don’t live here.",1,,2018-03-22 00:11:47+00:00,"Hello Ms. Gardner,
I am sure you can agree there are two side to every story. The maintenance did not let your dog out on purpose, they were responding to a work order request and your dog was not in its kennel and either saw the door open and ran or two strange men coming in the home and was scared and ran. We know you were upset and took your frustrations out on staff, especially those that lived on site after hours and even during hours while they were on tours. The blonde leasing agent you are referencing is no longer with us but was promoted in our company to a larger property. Please know that just because she did not apologize to you while you were verbally abusing her, after hours on her own time, does not make her a bad employee. We do send out emails 48 hours prior to entering apartments, they are date and time stamped in your system. We do check for damages during the lease, we have to protect and maintain the property, there are time during a lease damages are discovered that have not been reported and need attention. In regards to your unit damages, like you said, you emailed us back and it was corrected. We agree the property does have potential and in the 2018-2019 lease year we are going to see a lot of upgrades to the property. Your experience may not have been excellent but we had a record number of renewals this year and are pre-leasing 23% above last year’s numbers at this time, the numbers show we are certainly doing serval things right.",2018-03-23 02:28:28+00:00,9
