review_id,sentiment,score
ChZDSUhNMG9nS0VJQ0FnSURleklxTkNnEAE,NEGATIVE,0.9946580529212952
ChdDSUhNMG9nS0VJQ0FnSURoNUpheXZBRRAB,NEGATIVE,0.999290943145752
ChZDSUhNMG9nS0VJQ0FnSURoanAta2JBEAE,NEGATIVE,0.9990090131759644
ChdDSUhNMG9nS0VJQ0FnSUNlb3UyY2dBRRAB,NEGATIVE,0.978411078453064
ChdDSUhNMG9nS0VJQ0FnSUNleHF2RHV3RRAB,NEGATIVE,0.9997746348381042
ChdDSUhNMG9nS0VJQ0FnSURoOU15R2lnRRAB,NEGATIVE,0.999091863632202
ChdDSUhNMG9nS0VJQ0FnSURCaHJPN3hRRRAB,NEGATIVE,0.999362051486969
ChZDSUhNMG9nS0VJQ0FnSURwbGJMLVlREAE,POSITIVE,0.9997909665107728
ChdDSUhNMG9nS0VJQ0FnSURCdHJ2MzV3RRAB,NEGATIVE,0.9987035989761353
ChdDSUhNMG9nS0VJQ0FnSUR1aDV5YXlnRRAB,NEGATIVE,0.6214731931686401
ChdDSUhNMG9nS0VJQ0FnSURzdWNyVnpRRRAB,POSITIVE,0.9995012283325196
ChZDSUhNMG9nS0VJQ0FnSURwbV9Qak5REAE,NEGATIVE,0.998377561569214
ChdDSUhNMG9nS0VJQ0FnSURwbGJ6cnBRRRAB,NEGATIVE,0.8124951124191284
ChZDSUhNMG9nS0VJQ0FnSUR1eEstS2F3EAE,NEGATIVE,0.99896502494812
ChdDSUhNMG9nS0VJQ0FnSURhM3JXMjBnRRAB,POSITIVE,0.9988099336624146
ChZDSUhNMG9nS0VJQ0FnSURSd2NMMktnEAE,NEGATIVE,0.9996961355209352
ChZDSUhNMG9nS0VJQ0FnSUNxbV91SmRnEAE,NEGATIVE,0.9896233677864076
ChdDSUhNMG9nS0VJQ0FnSURlNnNmT19nRRAB,NEGATIVE,0.9995995163917542
ChdDSUhNMG9nS0VJQ0FnSUNwMF91MjJBRRAB,NEGATIVE,0.9937060475349426
ChdDSUhNMG9nS0VJQ0FnSUNldC1PSWp3RRAB,NEGATIVE,0.9989508390426636
ChZDSUhNMG9nS0VJQ0FnSUR1eEtXT0V3EAE,NEGATIVE,0.9995371103286744
ChdDSUhNMG9nS0VJQ0FnSUN1eGNlQXN3RRAB,NEGATIVE,0.9968953132629396
ChZDSUhNMG9nS0VJQ0FnSURSOHVqeFdREAE,NEGATIVE,0.99978369474411
ChdDSUhNMG9nS0VJQ0FnSUNNZzZ1NG93RRAB,POSITIVE,0.9973695278167723
ChZDSUhNMG9nS0VJQ0FnSURhM3QybERBEAE,NEGATIVE,0.9987121820449828
ChZDSUhNMG9nS0VJQ0FnSUNTck92clJnEAE,POSITIVE,0.9019007086753844
ChZDSUhNMG9nS0VJQ0FnSURCamYyRldnEAE,NEGATIVE,0.9992929697036744
ChdDSUhNMG9nS0VJQ0FnSURwbGRpb29RRRAB,POSITIVE,0.999870777130127
ChZDSUhNMG9nS0VJQ0FnSUNlMmVEMEFREAE,NEGATIVE,0.9997132420539856
ChZDSUhNMG9nS0VJQ0FnSURvdTUyX0t3EAE,NEGATIVE,0.9988356232643129
ChZDSUhNMG9nS0VJQ0FnSUNlenRqVkt3EAE,NEGATIVE,0.9922932386398317
ChdDSUhNMG9nS0VJQ0FnSUMycl9qXy1RRRAB,NEGATIVE,0.9992231130599976
ChZDSUhNMG9nS0VJQ0FnSURwbFlTZENBEAE,POSITIVE,0.9997900128364564
ChZDSUhNMG9nS0VJQ0FnSURBZ09mSVFnEAE,POSITIVE,0.9998138546943665
ChdDSUhNMG9nS0VJQ0FnSURDbmNIWXFRRRAB,NEGATIVE,0.9995636343955994
ChZDSUhNMG9nS0VJQ0FnSURHaGFyY1lREAE,NEGATIVE,0.9997355341911316
ChdDSUhNMG9nS0VJQ0FnSURrN3RQWnB3RRAB,NEGATIVE,0.9919911026954652
ChdDSUhNMG9nS0VJQ0FnSURhX3RqMDN3RRAB,NEGATIVE,0.9989803433418274
ChdDSUhNMG9nS0VJQ0FnSURwbGRMSG1RRRAB,NEGATIVE,0.9910659193992616
ChdDSUhNMG9nS0VJQ0FnSURlbFBYOHh3RRAB,NEGATIVE,0.9996689558029176
ChdDSUhNMG9nS0VJQ0FnSUQ2a3ZLWl9nRRAB,NEGATIVE,0.9953010082244872
ChdDSUhNMG9nS0VJQ0FnSUM4c1puSV9RRRAB,POSITIVE,0.7400650978088379
ChdDSUhNMG9nS0VJQ0FnSURVaFB5aW5nRRAB,NEGATIVE,0.9880023002624512
ChZDSUhNMG9nS0VJQ0FnSURHOGUyX1lREAE,NEGATIVE,0.6445227265357971
ChdDSUhNMG9nS0VJQ0FnSUNDbWVpWHl3RRAB,NEGATIVE,0.999677300453186
ChdDSUhNMG9nS0VJQ0FnSURoNU9ucnJ3RRAB,NEGATIVE,0.997873306274414
ChZDSUhNMG9nS0VJQ0FnSURZNkltMUlBEAE,NEGATIVE,0.9933972358703612
ChZDSUhNMG9nS0VJQ0FnSURJbWFmS1BnEAE,POSITIVE,0.5946972966194153
ChZDSUhNMG9nS0VJQ0FnSUNBM2JPQ1NnEAE,NEGATIVE,0.9995167255401612
ChdDSUhNMG9nS0VJQ0FnSURwbFlMS29RRRAB,POSITIVE,0.999839186668396
ChdDSUhNMG9nS0VJQ0FnSURRdjVpRW93RRAB,POSITIVE,0.9974827170372008
ChZDSUhNMG9nS0VJQ0FnSUR1NVluMmRREAE,POSITIVE,0.9992666840553284
ChdDSUhNMG9nS0VJQ0FnSURobUtMcm9BRRAB,NEGATIVE,0.9994367957115172
ChdDSUhNMG9nS0VJQ0FnSUN3dF9qR3hnRRAB,POSITIVE,0.9998769760131836
ChZDSUhNMG9nS0VJQ0FnSURwbGFpcVRBEAE,POSITIVE,0.9998645782470704
ChZDSUhNMG9nS0VJQ0FnSUNPcEw3eVlREAE,NEGATIVE,0.9992032647132874
ChZDSUhNMG9nS0VJQ0FnSUNpLU5pd0pREAE,POSITIVE,0.9996864795684814
ChZDSUhNMG9nS0VJQ0FnSUNRNC1XU1RnEAE,POSITIVE,0.9870991110801696
ChdDSUhNMG9nS0VJQ0FnSUNRdTV2M3R3RRAB,NEGATIVE,0.618588387966156
ChZDSUhNMG9nS0VJQ0FnSURjeHJpaExBEAE,POSITIVE,0.9997500777244568
ChZDSUhNMG9nS0VJQ0FnSUQtXy1HcWRnEAE,NEGATIVE,0.9988646507263184
ChZDSUhNMG9nS0VJQ0FnSUNpaE5YS0pnEAE,POSITIVE,0.9998366832733154
ChdDSUhNMG9nS0VJQ0FnSUNncHVDZDdnRRAB,NEGATIVE,0.998583436012268
ChZDSUhNMG9nS0VJQ0FnSUQyNGVyX2ZREAE,NEGATIVE,0.997692346572876
ChZDSUhNMG9nS0VJQ0FnSURJcWNUVlNnEAE,NEGATIVE,0.999107301235199
ChdDSUhNMG9nS0VJQ0FnSUQ4OWRXMzFnRRAB,NEGATIVE,0.9996781349182128
ChZDSUhNMG9nS0VJQ0FnSURvMDZDZlB3EAE,NEGATIVE,0.9996127486228944
ChZDSUhNMG9nS0VJQ0FnSUN3eWV1RWNREAE,NEGATIVE,0.9995144605636596
ChdDSUhNMG9nS0VJQ0FnSUMwbzliS3pnRRAB,NEGATIVE,0.9986653327941896
ChZDSUhNMG9nS0VJQ0FnSURnNzRhUEpnEAE,NEGATIVE,0.9980104565620422
ChZDSUhNMG9nS0VJQ0FnSUM2a1BTMkp3EAE,POSITIVE,0.9994126558303832
ChZDSUhNMG9nS0VJQ0FnSUNTd3NmS0xREAE,POSITIVE,0.9269334673881532
ChZDSUhNMG9nS0VJQ0FnSUN3dWRfZ0Z3EAE,POSITIVE,0.9614844918251038
ChdDSUhNMG9nS0VJQ0FnSURnOE5YSThRRRAB,POSITIVE,0.9976403713226318
ChZDSUhNMG9nS0VJQ0FnSUNjdmJmUk1nEAE,NEGATIVE,0.9968903660774232
ChZDSUhNMG9nS0VJQ0FnSUN3MHNlU0VREAE,NEGATIVE,0.999760091304779
ChZDSUhNMG9nS0VJQ0FnSUNTektpV2JREAE,POSITIVE,0.9979888200759888
ChZDSUhNMG9nS0VJQ0FnSURJdFpfN2VBEAE,POSITIVE,0.9995608925819396
ChZDSUhNMG9nS0VJQ0FnSURnMVBQSUtBEAE,NEGATIVE,0.9783398509025574
ChZDSUhNMG9nS0VJQ0FnSURBaEtQcVJ3EAE,NEGATIVE,0.9997897744178772
ChdDSUhNMG9nS0VJQ0FnSUNpeElhTnpRRRAB,POSITIVE,0.9982556700706482
ChdDSUhNMG9nS0VJQ0FnSUN4enJ1UjJnRRAB,POSITIVE,0.9997053742408752
ChdDSUhNMG9nS0VJQ0FnSUNBdU5IQjZRRRAB,NEGATIVE,0.9983691573143004
ChdDSUhNMG9nS0VJQ0FnSURCaVBqZXFBRRAB,NEGATIVE,0.994572103023529
ChZDSUhNMG9nS0VJQ0FnSUNBdnFIV0dBEAE,NEGATIVE,0.7925587892532349
ChZDSUhNMG9nS0VJQ0FnSUNpMlBPYUpBEAE,NEGATIVE,0.985403060913086
ChZDSUhNMG9nS0VJQ0FnSUNNXzg2bmRnEAE,NEGATIVE,0.9992455244064332
ChdDSUhNMG9nS0VJQ0FnSURwbFpTczZ3RRAB,POSITIVE,0.9998829364776612
ChdDSUhNMG9nS0VJQ0FnSURrNy1tcmdBRRAB,NEGATIVE,0.9995757937431335
ChZDSUhNMG9nS0VJQ0FnSUNRNk1xMUVnEAE,NEGATIVE,0.994759738445282
ChdDSUhNMG9nS0VJQ0FnSURRNzhhd2dnRRAB,NEGATIVE,0.975737988948822
ChZDSUhNMG9nS0VJQ0FnSURBNDhHT0NBEAE,NEGATIVE,0.9963979721069336
ChdDSUhNMG9nS0VJQ0FnSUNJMTZpTnN3RRAB,POSITIVE,0.99970942735672
ChZDSUhNMG9nS0VJQ0FnSURVcnBMeGNREAE,NEGATIVE,0.9978803396224976
ChZDSUhNMG9nS0VJQ0FnSURJcVlEdGZBEAE,NEGATIVE,0.9920558333396912
ChZDSUhNMG9nS0VJQ0FnSURBMHZ2S053EAE,POSITIVE,0.9996082186698914
ChdDSUhNMG9nS0VJQ0FnSUNndXRQN25nRRAB,NEGATIVE,0.9995317459106444
ChdDSUhNMG9nS0VJQ0FnSUNBNXFTWnVBRRAB,NEGATIVE,0.9951128363609314
ChZDSUhNMG9nS0VJQ0FnSUNVdy1LNUNREAE,NEGATIVE,0.9990410208702089
ChZDSUhNMG9nS0VJQ0FnSURDdk95NVhnEAE,NEGATIVE,0.9993002414703368
ChdDSUhNMG9nS0VJQ0FnSUNRbGJtSjZ3RRAB,POSITIVE,0.9818098545074464
ChdDSUhNMG9nS0VJQ0FnSUNRcTlIRXlBRRAB,NEGATIVE,0.998440682888031
ChZDSUhNMG9nS0VJQ0FnSURROUkya1lREAE,NEGATIVE,0.999748170375824
ChdDSUhNMG9nS0VJQ0FnSURROF9xVXhBRRAB,NEGATIVE,0.999601185321808
ChdDSUhNMG9nS0VJQ0FnSURHNzliYm9BRRAB,NEGATIVE,0.9721150398254396
ChdDSUhNMG9nS0VJQ0FnSURraGFQazBnRRAB,NEGATIVE,0.9925397038459778
ChZDSUhNMG9nS0VJQ0FnSUQ4bWJTeGNREAE,NEGATIVE,0.999821960926056
ChdDSUhNMG9nS0VJQ0FnSUNBay1TVzNRRRAB,POSITIVE,0.8623866438865662
ChdDSUhNMG9nS0VJQ0FnSURJNWFIaTFBRRAB,NEGATIVE,0.99861478805542
ChZDSUhNMG9nS0VJQ0FnSUNBcF9hbE5BEAE,NEGATIVE,0.999444544315338
ChdDSUhNMG9nS0VJQ0FnSURZeVBXdzRnRRAB,POSITIVE,0.9969593286514282
ChdDSUhNMG9nS0VJQ0FnSUNLd05McTNnRRAB,NEGATIVE,0.9971206188201904
ChdDSUhNMG9nS0VJQ0FnSUN3eWJMX3V3RRAB,POSITIVE,0.9998818635940552
ChdDSUhNMG9nS0VJQ0FnSUQ4aF9fLTh3RRAB,NEGATIVE,0.99894517660141
ChdDSUhNMG9nS0VJQ0FnSURnejQ2bXlBRRAB,NEGATIVE,0.9995964169502258
ChZDSUhNMG9nS0VJQ0FnSURneHFUM1pREAE,NEGATIVE,0.9981372356414796
ChZDSUhNMG9nS0VJQ0FnSURVLU5hQllBEAE,NEGATIVE,0.9997536540031432
ChdDSUhNMG9nS0VJQ0FnSURnODR5RTFRRRAB,NEGATIVE,0.996606707572937
ChdDSUhNMG9nS0VJQ0FnSUM0dWF2bzVnRRAB,NEGATIVE,0.997460961341858
ChZDSUhNMG9nS0VJQ0FnSURwbGJMVWR3EAE,POSITIVE,0.9992448091506958
ChdDSUhNMG9nS0VJQ0FnSURnbkluWTZnRRAB,NEGATIVE,0.9980340600013732
ChZDSUhNMG9nS0VJQ0FnSUNnNDVUNkNBEAE,NEGATIVE,0.7674958109855652
ChZDSUhNMG9nS0VJQ0FnSUQ2c3VfSkF3EAE,NEGATIVE,0.997326135635376
ChZDSUhNMG9nS0VJQ0FnSURjaE5TLUtnEAE,NEGATIVE,0.99881112575531
ChdDSUhNMG9nS0VJQ0FnSUNRLVlDMDlBRRAB,NEGATIVE,0.999542474746704
ChdDSUhNMG9nS0VJQ0FnSUNJdkt2Y3hBRRAB,NEGATIVE,0.99903666973114
ChdDSUhNMG9nS0VJQ0FnSURBN3RtZzBRRRAB,NEGATIVE,0.9992827773094176
ChdDSUhNMG9nS0VJQ0FnSURBbnF1UnRBRRAB,NEGATIVE,0.9989674091339112
ChdDSUhNMG9nS0VJQ0FnSUNPdlllVjV3RRAB,NEGATIVE,0.9985440969467164
ChdDSUhNMG9nS0VJQ0FnSUM4aFBtY2t3RRAB,POSITIVE,0.9998277425765992
ChdDSUhNMG9nS0VJQ0FnSURBMmZyUWlBRRAB,POSITIVE,0.9997888207435608
ChZDSUhNMG9nS0VJQ0FnSURBNVBLV1JBEAE,NEGATIVE,0.984319508075714
ChdDSUhNMG9nS0VJQ0FnSURZeU9XNWxnRRAB,POSITIVE,0.9998304843902588
ChZDSUhNMG9nS0VJQ0FnSUNnM0pTb0lREAE,POSITIVE,0.9579181671142578
ChdDSUhNMG9nS0VJQ0FnSURHOWRfM19RRRAB,NEGATIVE,0.9982057809829712
ChZDSUhNMG9nS0VJQ0FnSURndnFLVVRBEAE,NEGATIVE,0.7488533854484558
ChZDSUhNMG9nS0VJQ0FnSUNRMU9pbkdREAE,POSITIVE,0.9997360110282898
ChZDSUhNMG9nS0VJQ0FnSURBeHJTSWZ3EAE,POSITIVE,0.999686598777771
ChZDSUhNMG9nS0VJQ0FnSUNpeFB2TkpnEAE,POSITIVE,0.999817669391632
ChZDSUhNMG9nS0VJQ0FnSURRNXQtcERBEAE,NEGATIVE,0.9995728135108948
ChdDSUhNMG9nS0VJQ0FnSURnX3R6c3dBRRAB,NEGATIVE,0.997681736946106
ChZDSUhNMG9nS0VJQ0FnSUNRdXBiUEZ3EAE,NEGATIVE,0.9996432065963744
ChZDSUhNMG9nS0VJQ0FnSUM4bTh1Z0dREAE,NEGATIVE,0.9994373917579652
ChdDSUhNMG9nS0VJQ0FnSURnNnZhdXpRRRAB,NEGATIVE,0.999629020690918
ChZDSUhNMG9nS0VJQ0FnSURwbGRLSFJnEAE,POSITIVE,0.9998741149902344
ChdDSUhNMG9nS0VJQ0FnSUNBd29IcW1RRRAB,NEGATIVE,0.9997103810310364
ChRDSUhNMG9nS0VJQ0FnSUNnOWI4cBAB,NEGATIVE,0.9988499879837036
ChdDSUhNMG9nS0VJQ0FnSUNJMzZtVjZRRRAB,POSITIVE,0.9995941519737244
ChdDSUhNMG9nS0VJQ0FnSURnbmFEN3ZnRRAB,POSITIVE,0.9997712969779968
ChdDSUhNMG9nS0VJQ0FnSUQ4MWQtRjJBRRAB,POSITIVE,0.999267876148224
ChdDSUhNMG9nS0VJQ0FnSURtOVlUOC13RRAB,NEGATIVE,0.9481991529464722
ChZDSUhNMG9nS0VJQ0FnSURtMWY3Q0JBEAE,POSITIVE,0.9997602105140686
ChdDSUhNMG9nS0VJQ0FnSURtNWJEaHNnRRAB,NEGATIVE,0.9980744123458862
ChZDSUhNMG9nS0VJQ0FnSUR5bWRYLUtREAE,POSITIVE,0.9997430443763732
ChdDSUhNMG9nS0VJQ0FnSUR5dnNIdDJBRRAB,NEGATIVE,0.9797114729881288
ChZDSUhNMG9nS0VJQ0FnSUR5dnNhZ2NREAE,NEGATIVE,0.9992358684539796
ChdDSUhNMG9nS0VJQ0FnSUR5a2RQSDBRRRAB,POSITIVE,0.9998331069946288
ChZDSUhNMG9nS0VJQ0FnSUR5d1pqN0l3EAE,POSITIVE,0.9998667240142822
ChZDSUhNMG9nS0VJQ0FnSURtNjVmdERBEAE,POSITIVE,0.9986067414283752
ChZDSUhNMG9nS0VJQ0FnSURTcmYta0pBEAE,NEGATIVE,0.9997544884681702
ChdDSUhNMG9nS0VJQ0FnSUNLcjlPT3FRRRAB,POSITIVE,0.9997345805168152
ChdDSUhNMG9nS0VJQ0FnSUR5a2JPUzR3RRAB,POSITIVE,0.9998629093170166
ChZDSUhNMG9nS0VJQ0FnSURSb29EX2V3EAE,POSITIVE,0.999869465827942
ChdDSUhNMG9nS0VJQ0FnSUR5a2JPTHdRRRAB,POSITIVE,0.9994838237762452
ChdDSUhNMG9nS0VJQ0FnSUR5a1p1RDlnRRAB,POSITIVE,0.9998596906661988
ChZDSUhNMG9nS0VJQ0FnSURad01lVmZ3EAE,POSITIVE,0.9998639822006226
ChdDSUhNMG9nS0VJQ0FnSUNaMl9LTjVBRRAB,NEGATIVE,0.9993789196014404
ChdDSUhNMG9nS0VJQ0FnSURaeE8yNzFnRRAB,NEGATIVE,0.999685287475586
ChdDSUhNMG9nS0VJQ0FnSUNacF9iSnhnRRAB,NEGATIVE,0.9984580278396606
ChZDSUhNMG9nS0VJQ0FnSURac1BhQ2V3EAE,NEGATIVE,0.9958627223968506
ChdDSUhNMG9nS0VJQ0FnSURab01xVjZRRRAB,POSITIVE,0.9986156225204468
ChZDSUhNMG9nS0VJQ0FnSUNaMjY2ek5nEAE,NEGATIVE,0.9996391534805298
ChdDSUhNMG9nS0VJQ0FnSURwbWJfZjBnRRAB,NEGATIVE,0.998606264591217
ChZDSUhNMG9nS0VJQ0FnSUNaN2NXVEx3EAE,NEGATIVE,0.9995717406272888
ChdDSUhNMG9nS0VJQ0FnSUNaMjVyaWdBRRAB,NEGATIVE,0.9995713829994202
ChdDSUhNMG9nS0VJQ0FnSUNaaVBibzd3RRAB,NEGATIVE,0.999425768852234
ChdDSUhNMG9nS0VJQ0FnSURwNWZDTnJRRRAB,NEGATIVE,0.999542474746704
ChdDSUhNMG9nS0VJQ0FnSURwMmFmZXVnRRAB,NEGATIVE,0.999108612537384
ChZDSUhNMG9nS0VJQ0FnSURwX3A3RGRBEAE,NEGATIVE,0.9995622038841248
ChZDSUhNMG9nS0VJQ0FnSUNadWZQT0JREAE,NEGATIVE,0.9992586970329284
ChZDSUhNMG9nS0VJQ0FnSUNaN1BDSVVnEAE,NEGATIVE,0.9980947375297546
ChdDSUhNMG9nS0VJQ0FnSURad01maHlRRRAB,POSITIVE,0.9998821020126344
ChZDSUhNMG9nS0VJQ0FnSURwbjlDRE1BEAE,NEGATIVE,0.9997151494026184
ChZDSUhNMG9nS0VJQ0FnSURScV9TNExBEAE,NEGATIVE,0.9948731064796448
ChdDSUhNMG9nS0VJQ0FnSUNaMjZxUG9RRRAB,NEGATIVE,0.9990567564964294
ChdDSUhNMG9nS0VJQ0FnSURwLV91aDZRRRAB,NEGATIVE,0.999421238899231
ChdDSUhNMG9nS0VJQ0FnSURwdWNqWW5BRRAB,NEGATIVE,0.9990856647491456
ChZDSUhNMG9nS0VJQ0FnSURwamZ5TlJ3EAE,NEGATIVE,0.9983447790145874
ChZDSUhNMG9nS0VJQ0FnSUNaZ092Y0x3EAE,NEGATIVE,0.9996084570884703
ChdDSUhNMG9nS0VJQ0FnSURKcUtxUHV3RRAB,NEGATIVE,0.9806684851646424
ChZDSUhNMG9nS0VJQ0FnSUNwNk42R1hBEAE,POSITIVE,0.9996545314788818
ChdDSUhNMG9nS0VJQ0FnSURSNmJITjlRRRAB,NEGATIVE,0.998740017414093
ChZDSUhNMG9nS0VJQ0FnSURKdjQyNGNBEAE,NEGATIVE,0.9828109741210938
ChdDSUhNMG9nS0VJQ0FnSUR4d1l6bzVBRRAB,NEGATIVE,0.9994189739227296
ChdDSUhNMG9nS0VJQ0FnSURSbExHQjZ3RRAB,NEGATIVE,0.8572442531585693
ChdDSUhNMG9nS0VJQ0FnSURjc1p2ZHBRRRAB,NEGATIVE,0.9993777275085448
ChdDSUhNMG9nS0VJQ0FnSUNCeU9XTHd3RRAB,POSITIVE,0.9005149006843567
ChdDSUhNMG9nS0VJQ0FnSUNRMHFfWXF3RRAB,NEGATIVE,0.9997287392616272
ChdDSUhNMG9nS0VJQ0FnSUNCblpDb3NnRRAB,NEGATIVE,0.9969743490219116
ChZDSUhNMG9nS0VJQ0FnSURwMmJQYVlnEAE,NEGATIVE,0.999352753162384
ChdDSUhNMG9nS0VJQ0FnSURlNUxQenFnRRAB,NEGATIVE,0.9993546605110168
ChdDSUhNMG9nS0VJQ0FnSURlNU8yS3NRRRAB,NEGATIVE,0.950766921043396
ChZDSUhNMG9nS0VJQ0FnSUR1cTluQ1lBEAE,NEGATIVE,0.9974370002746582
ChZDSUhNMG9nS0VJQ0FnSUNCdDhqMkFREAE,NEGATIVE,0.9966849684715272
ChZDSUhNMG9nS0VJQ0FnSUNobi1fVkZnEAE,NEGATIVE,0.999401330947876
ChZDSUhNMG9nS0VJQ0FnSUQta0wyMVdnEAE,NEGATIVE,0.9992347955703736
ChZDSUhNMG9nS0VJQ0FnSUQtZzRYT0tnEAE,NEGATIVE,0.9995368719100952
ChZDSUhNMG9nS0VJQ0FnSURLbUw2dEpREAE,NEGATIVE,0.9598342776298524
ChdDSUhNMG9nS0VJQ0FnSURJdGZtVTJRRRAB,POSITIVE,0.999857783317566
ChZDSUhNMG9nS0VJQ0FnSURHMmFMdlh3EAE,NEGATIVE,0.9988666772842408
ChZDSUhNMG9nS0VJQ0FnSUM2NHY2aUR3EAE,NEGATIVE,0.999299168586731
ChdDSUhNMG9nS0VJQ0FnSURTMDhMM3lBRRAB,NEGATIVE,0.9996187686920166
ChZDSUhNMG9nS0VJQ0FnSUR1a3VxSkpBEAE,NEGATIVE,0.9997379183769226
